FC City,L3,Error_Description
KATNI,Instant Coffee,Time Series Formed is very insignificant
KATNI,Jams & Preserves,Time Series Formed is very insignificant
KATNI,Ketchups,Time Series Formed is very insignificant
KATNI,Lamp & Lamp Oil,Time Series Formed is very insignificant
KATNI,Lassi,Time Series Formed is very insignificant
KATNI,Leaf Tea,Time Series Formed is very insignificant
KATNI,Maida,Time Series Formed is very insignificant
KATNI,Mango Drinks,Time Series Formed is very insignificant
KATNI,Masoor Dal,Time Series Formed is very insignificant
KATNI,Milk Powders,Time Series Formed is very insignificant
KATNI,Milk Shakes,Time Series Formed is very insignificant
KATNI,Mints & Gums,Time Series Formed is very insignificant
KATNI,Namkeen,Time Series Formed is very insignificant
KATNI,Noodles,Time Series Formed is very insignificant
KATNI,Oats & Porridge,Time Series Formed is very insignificant
KATNI,Orange Juices,Time Series Formed is very insignificant
KATNI,Other Biscuits & Cookies,Time Series Formed is very insignificant
KATNI,Other Kitchen Essentials,Time Series Formed is very insignificant
KATNI,Other Rice Varieties,Time Series Formed is very insignificant
KATNI,Pista,Time Series Formed is very insignificant
KATNI,Poha,Time Series Formed is very insignificant
KATNI,Powdered Spices,Time Series Formed is very insignificant
KATNI,Powders,Time Series Formed is very insignificant
KATNI,Pure Cow Ghee,Time Series Formed is very insignificant
KATNI,Pure Desi Ghee,Time Series Formed is very insignificant
KATNI,Raisins,Time Series Formed is very insignificant
KATNI,Razors & Blades,Time Series Formed is very insignificant
KATNI,Rusk & Khari,Time Series Formed is very insignificant
KATNI,Sabudana,Time Series Formed is very insignificant
KATNI,Salt,Time Series Formed is very insignificant
KATNI,Sanitary Pads,Time Series Formed is very insignificant
KATNI,Shampoos,Time Series Formed is very insignificant
KATNI,Sooji & Rava,Time Series Formed is very insignificant
KATNI,Soya Chunks,Time Series Formed is very insignificant
KATNI,Soya Oil,Time Series Formed is very insignificant
KATNI,Sugar,Time Series Formed is very insignificant
KATNI,Sunflower Oil,Time Series Formed is very insignificant
KATNI,Tetra Pak Milk,Time Series Formed is very insignificant
KATNI,Toilet Cleaners,Time Series Formed is very insignificant
KATNI,Toor (Arhar) Dal,Time Series Formed is very insignificant
KATNI,Toothbrushes,Time Series Formed is very insignificant
KATNI,Toothpastes,Time Series Formed is very insignificant
KATNI,Urad Dal,Time Series Formed is very insignificant
KATNI,Wheat Atta,Time Series Formed is very insignificant
KATNI,Whole Spices,Time Series Formed is very insignificant
KATNI,Wipes,Time Series Formed is very insignificant
KHANDWA,Agarbatti & Dhoop,Time Series Formed is very insignificant
KHANDWA,Air Fresheners,Time Series Formed is very insignificant
KHANDWA,Almonds (Badam),Time Series Formed is very insignificant
KHANDWA,Baby Food & Cereals,Time Series Formed is very insignificant
KHANDWA,Basmati Rice,Time Series Formed is very insignificant
KHANDWA,Bathing Soaps,Time Series Formed is very insignificant
KHANDWA,Besan & Sattu,Time Series Formed is very insignificant
KHANDWA,Bleaches & Blues,Time Series Formed is very insignificant
KHANDWA,Blended Masalas,Time Series Formed is very insignificant
KHANDWA,Blended Oils,Time Series Formed is very insignificant
KHANDWA,Body Lotions,Time Series Formed is very insignificant
KHANDWA,"Broom, Mop & Wiper",Time Series Formed is very insignificant
KHANDWA,Bulbs & LED,Time Series Formed is very insignificant
KHANDWA,Buttermilk,Time Series Formed is very insignificant
KHANDWA,"Cakes, Muffins & Rolls",Time Series Formed is very insignificant
KHANDWA,Camphor,Time Series Formed is very insignificant
KHANDWA,Candies & Toffees,Time Series Formed is very insignificant
KHANDWA,Cashew Nuts,Time Series Formed is very insignificant
KHANDWA,Chana Dal,Time Series Formed is very insignificant
KHANDWA,Children Health Drinks,Time Series Formed is very insignificant
KHANDWA,Chips,Time Series Formed is very insignificant
KHANDWA,Chocolate Gift Packs,Time Series Formed is very insignificant
KHANDWA,Chocolates,Time Series Formed is very insignificant
KHANDWA,Chocos & Flakes,Time Series Formed is very insignificant
KHANDWA,Chutney,Time Series Formed is very insignificant
KHANDWA,Cleaning Brush & Utilities,Time Series Formed is very insignificant
KHANDWA,Cold Drinks,Time Series Formed is very insignificant
KHANDWA,Condensed Milk,Time Series Formed is very insignificant
KHANDWA,Cookies,Time Series Formed is very insignificant
KHANDWA,Cooking Paste & Puris,Time Series Formed is very insignificant
KHANDWA,Crafts Glues,Time Series Formed is very insignificant
KHANDWA,Cream Biscuits & Wafers,Time Series Formed is very insignificant
KHANDWA,Detergent Bars,Time Series Formed is very insignificant
KHANDWA,Detergent Powders,Time Series Formed is very insignificant
KHANDWA,Diapers & Pants,Time Series Formed is very insignificant
KHANDWA,Dishwash Bars,Time Series Formed is very insignificant
KHANDWA,Dishwash Liquids,Time Series Formed is very insignificant
KHANDWA,Dishwash Powders,Time Series Formed is very insignificant
KHANDWA,Dishwash Scrub Pads,Time Series Formed is very insignificant
KHANDWA,Dry Fruit Gift Packs,Time Series Formed is very insignificant
KHANDWA,Energy Drinks,Time Series Formed is very insignificant
KHANDWA,Fabric Softeners,Time Series Formed is very insignificant
KHANDWA,Face Creams & Moisturisers,Time Series Formed is very insignificant
KHANDWA,Face Wash,Time Series Formed is very insignificant
KHANDWA,First Aids,Time Series Formed is very insignificant
KHANDWA,Flavoured Milk,Time Series Formed is very insignificant
KHANDWA,Floor Cleaners,Time Series Formed is very insignificant
KHANDWA,Glass Cleaners,Time Series Formed is very insignificant
KHANDWA,Glucose & Milk Biscuits,Time Series Formed is very insignificant
KHANDWA,Green Tea,Time Series Formed is very insignificant
KHANDWA,Hair Colors & Dyes,Time Series Formed is very insignificant
KHANDWA,Hair Oils,Time Series Formed is very insignificant
KHANDWA,Hand Wash,Time Series Formed is very insignificant
KHANDWA,Honey,Time Series Formed is very insignificant
KHANDWA,Indian Mithai,Time Series Formed is very insignificant
KHANDWA,Instant Coffee,Time Series Formed is very insignificant
KHANDWA,Jams & Preserves,Time Series Formed is very insignificant
KHANDWA,Ketchups,Time Series Formed is very insignificant
KHANDWA,Lassi,Time Series Formed is very insignificant
KHANDWA,Leaf Tea,Time Series Formed is very insignificant
KHANDWA,Maida,Time Series Formed is very insignificant
KHANDWA,Mango Drinks,Time Series Formed is very insignificant
KHANDWA,Marie & Digestive Biscuits,Time Series Formed is very insignificant
KHANDWA,Milk Creams,Time Series Formed is very insignificant
KHANDWA,Milk Powders,Time Series Formed is very insignificant
KHANDWA,Milk Shakes,Time Series Formed is very insignificant
KHANDWA,Mints & Gums,Time Series Formed is very insignificant
KHANDWA,Mix Fruit Juices,Time Series Formed is very insignificant
KHANDWA,Moong Dal,Time Series Formed is very insignificant
KHANDWA,Mustard Oil,Time Series Formed is very insignificant
KHANDWA,Namkeen,Time Series Formed is very insignificant
KHANDWA,Noodles,Time Series Formed is very insignificant
KHANDWA,Oats & Porridge,Time Series Formed is very insignificant
KHANDWA,"Oils, Creams & Lotions",Time Series Formed is very insignificant
KHANDWA,Orange Juices,Time Series Formed is very insignificant
KHANDWA,Other Biscuits & Cookies,Time Series Formed is very insignificant
KHANDWA,Other Dry Fruits & Nuts,Time Series Formed is very insignificant
KHANDWA,Other Juices,Time Series Formed is very insignificant
KHANDWA,Other Kitchen Essentials,Time Series Formed is very insignificant
KHANDWA,Other Rice Varieties,Time Series Formed is very insignificant
KHANDWA,Packaged Water,Time Series Formed is very insignificant
KHANDWA,Peanuts,Time Series Formed is very insignificant
KHANDWA,Poha,Time Series Formed is very insignificant
KHANDWA,Powdered Spices,Time Series Formed is very insignificant
KHANDWA,Powders,Time Series Formed is very insignificant
KHANDWA,Pure Cow Ghee,Time Series Formed is very insignificant
KHANDWA,Pure Desi Ghee,Time Series Formed is very insignificant
KHANDWA,Raisins,Time Series Formed is very insignificant
KHANDWA,Razors & Blades,Time Series Formed is very insignificant
KHANDWA,Ready Mixes,Time Series Formed is very insignificant
KHANDWA,Rice Bran Oil,Time Series Formed is very insignificant
KHANDWA,Rusk & Khari,Time Series Formed is very insignificant
KHANDWA,Sabudana,Time Series Formed is very insignificant
KHANDWA,Salt,Time Series Formed is very insignificant
KHANDWA,Sanitary Pads,Time Series Formed is very insignificant
KHANDWA,Shampoos,Time Series Formed is very insignificant
KHANDWA,Soda,Time Series Formed is very insignificant
KHANDWA,Soups,Time Series Formed is very insignificant
KHANDWA,Soya Chunks,Time Series Formed is very insignificant
KHANDWA,Soya Oil,Time Series Formed is very insignificant
KHANDWA,Sugar,Time Series Formed is very insignificant
KHANDWA,Sunflower Oil,Time Series Formed is very insignificant
KHANDWA,Talcum Powders,Time Series Formed is very insignificant
KHANDWA,Tetra Pak Milk,Time Series Formed is very insignificant
KHANDWA,Toilet Cleaners,Time Series Formed is very insignificant
KHANDWA,Toor (Arhar) Dal,Time Series Formed is very insignificant
KHANDWA,Toothbrushes,Time Series Formed is very insignificant
KHANDWA,Toothpastes,Time Series Formed is very insignificant
KHANDWA,Vanaspati,Time Series Formed is very insignificant
KHANDWA,Wheat Atta,Time Series Formed is very insignificant
KHANDWA,Whole Spices,Time Series Formed is very insignificant
KHED,Coconut,Time Series Formed is very insignificant
KHED,Onion,Time Series Formed is very insignificant
KHED,Potato,Time Series Formed is very insignificant
MACHILIPATNAM,90 Days Pouch  Milk,Time Series Formed is very insignificant
MACHILIPATNAM,Adult Health Drinks,Time Series Formed is very insignificant
MACHILIPATNAM,Agarbatti & Dhoop,Time Series Formed is very insignificant
MACHILIPATNAM,Air Fresheners,Time Series Formed is very insignificant
MACHILIPATNAM,Almonds (Badam),Time Series Formed is very insignificant
MACHILIPATNAM,Baby Food & Cereals,Time Series Formed is very insignificant
MACHILIPATNAM,Baked Snacks,Time Series Formed is very insignificant
MACHILIPATNAM,Basmati Rice,Time Series Formed is very insignificant
MACHILIPATNAM,Bathing Soaps,Time Series Formed is very insignificant
MACHILIPATNAM,Battery,Time Series Formed is very insignificant
MACHILIPATNAM,Besan & Sattu,Time Series Formed is very insignificant
MACHILIPATNAM,Bleaches & Blues,Time Series Formed is very insignificant
MACHILIPATNAM,Blended Masalas,Time Series Formed is very insignificant
MACHILIPATNAM,Body Lotions,Time Series Formed is very insignificant
MACHILIPATNAM,Broken Wheat (Daliya),Time Series Formed is very insignificant
MACHILIPATNAM,"Broom, Mop & Wiper",Time Series Formed is very insignificant
MACHILIPATNAM,Bulbs & LED,Time Series Formed is very insignificant
MACHILIPATNAM,Buttermilk,Time Series Formed is very insignificant
MACHILIPATNAM,Camphor,Time Series Formed is very insignificant
MACHILIPATNAM,Candies & Toffees,Time Series Formed is very insignificant
MACHILIPATNAM,Cashew Nuts,Time Series Formed is very insignificant
MACHILIPATNAM,Chana Dal,Time Series Formed is very insignificant
MACHILIPATNAM,Children Health Drinks,Time Series Formed is very insignificant
MACHILIPATNAM,Chips,Time Series Formed is very insignificant
MACHILIPATNAM,Chocolate Gift Packs,Time Series Formed is very insignificant
MACHILIPATNAM,Chocolates,Time Series Formed is very insignificant
MACHILIPATNAM,Chocos & Flakes,Time Series Formed is very insignificant
MACHILIPATNAM,Chutney,Time Series Formed is very insignificant
MACHILIPATNAM,Cleaning Brush & Utilities,Time Series Formed is very insignificant
MACHILIPATNAM,Cold Drinks,Time Series Formed is very insignificant
MACHILIPATNAM,Condensed Milk,Time Series Formed is very insignificant
MACHILIPATNAM,Crafts Glues,Time Series Formed is very insignificant
MACHILIPATNAM,Cream Biscuits & Wafers,Time Series Formed is very insignificant
MACHILIPATNAM,Dates,Time Series Formed is very insignificant
MACHILIPATNAM,Detergent Bars,Time Series Formed is very insignificant
MACHILIPATNAM,Detergent Liquids,Time Series Formed is very insignificant
MACHILIPATNAM,Detergent Powders,Time Series Formed is very insignificant
MACHILIPATNAM,Diapers & Pants,Time Series Formed is very insignificant
MACHILIPATNAM,Digestive Care,Time Series Formed is very insignificant
MACHILIPATNAM,Dishwash Bars,Time Series Formed is very insignificant
MACHILIPATNAM,Dishwash Liquids,Time Series Formed is very insignificant
MACHILIPATNAM,Dishwash Powders,Time Series Formed is very insignificant
MACHILIPATNAM,Dishwash Scrub Pads,Time Series Formed is very insignificant
MACHILIPATNAM,Dry Fruit Gift Packs,Time Series Formed is very insignificant
MACHILIPATNAM,Dust Tea,Time Series Formed is very insignificant
MACHILIPATNAM,Fabric Softeners,Time Series Formed is very insignificant
MACHILIPATNAM,Face Cleansers & Toners,Time Series Formed is very insignificant
MACHILIPATNAM,Face Creams & Moisturisers,Time Series Formed is very insignificant
MACHILIPATNAM,Face Wash,Time Series Formed is very insignificant
MACHILIPATNAM,First Aids,Time Series Formed is very insignificant
MACHILIPATNAM,Flavoured Milk,Time Series Formed is very insignificant
MACHILIPATNAM,Floor Cleaners,Time Series Formed is very insignificant
MACHILIPATNAM,Glass Cleaners,Time Series Formed is very insignificant
MACHILIPATNAM,Glucose & Milk Biscuits,Time Series Formed is very insignificant
MACHILIPATNAM,Green Tea,Time Series Formed is very insignificant
MACHILIPATNAM,Groundnut Oil,Time Series Formed is very insignificant
MACHILIPATNAM,Hair Colors & Dyes,Time Series Formed is very insignificant
MACHILIPATNAM,Hair Oils,Time Series Formed is very insignificant
MACHILIPATNAM,Hand Wash,Time Series Formed is very insignificant
MACHILIPATNAM,Honey,Time Series Formed is very insignificant
MACHILIPATNAM,Idli & Dosa Rice,Time Series Formed is very insignificant
MACHILIPATNAM,Indian Mithai,Time Series Formed is very insignificant
MACHILIPATNAM,Insect Control,Time Series Formed is very insignificant
MACHILIPATNAM,Instant Coffee,Time Series Formed is very insignificant
MACHILIPATNAM,Jaggery,Time Series Formed is very insignificant
MACHILIPATNAM,Jams & Preserves,Time Series Formed is very insignificant
MACHILIPATNAM,Ketchups,Time Series Formed is very insignificant
MACHILIPATNAM,Kolam Rice,Time Series Formed is very insignificant
MACHILIPATNAM,Lamp & Lamp Oil,Time Series Formed is very insignificant
MACHILIPATNAM,Lassi,Time Series Formed is very insignificant
MACHILIPATNAM,Leaf Tea,Time Series Formed is very insignificant
MACHILIPATNAM,Maida,Time Series Formed is very insignificant
MACHILIPATNAM,Mango Drinks,Time Series Formed is very insignificant
MACHILIPATNAM,Marie & Digestive Biscuits,Time Series Formed is very insignificant
MACHILIPATNAM,Masoor Dal,Time Series Formed is very insignificant
MACHILIPATNAM,Milk Powders,Time Series Formed is very insignificant
MACHILIPATNAM,Milk Shakes,Time Series Formed is very insignificant
MACHILIPATNAM,Mints & Gums,Time Series Formed is very insignificant
MACHILIPATNAM,Mix Fruit Juices,Time Series Formed is very insignificant
MACHILIPATNAM,Moong Dal,Time Series Formed is very insignificant
MACHILIPATNAM,Mosquito Repellents,Time Series Formed is very insignificant
MACHILIPATNAM,Namkeen,Time Series Formed is very insignificant
MACHILIPATNAM,Noodles,Time Series Formed is very insignificant
MACHILIPATNAM,Oats & Porridge,Time Series Formed is very insignificant
MACHILIPATNAM,"Oils, Creams & Lotions",Time Series Formed is very insignificant
MACHILIPATNAM,Other Biscuits & Cookies,Time Series Formed is very insignificant
MACHILIPATNAM,Other Flavoured Drinks,Time Series Formed is very insignificant
MACHILIPATNAM,Other Kitchen Essentials,Time Series Formed is very insignificant
MACHILIPATNAM,Packaged Water,Time Series Formed is very insignificant
MACHILIPATNAM,Pain Relief,Time Series Formed is very insignificant
MACHILIPATNAM,Palm Oil,Time Series Formed is very insignificant
MACHILIPATNAM,Peanuts,Time Series Formed is very insignificant
MACHILIPATNAM,Pickles,Time Series Formed is very insignificant
MACHILIPATNAM,Pista,Time Series Formed is very insignificant
MACHILIPATNAM,Powdered Spices,Time Series Formed is very insignificant
MACHILIPATNAM,Powders,Time Series Formed is very insignificant
MACHILIPATNAM,Printing Paper,Time Series Formed is very insignificant
MACHILIPATNAM,Pure Cow Ghee,Time Series Formed is very insignificant
MACHILIPATNAM,Pure Desi Ghee,Time Series Formed is very insignificant
MACHILIPATNAM,Raisins,Time Series Formed is very insignificant
MACHILIPATNAM,Razors & Blades,Time Series Formed is very insignificant
MACHILIPATNAM,Ready Mixes,Time Series Formed is very insignificant
MACHILIPATNAM,Roast & Ground Coffee,Time Series Formed is very insignificant
MACHILIPATNAM,Rusk & Khari,Time Series Formed is very insignificant
MACHILIPATNAM,Sabudana,Time Series Formed is very insignificant
MACHILIPATNAM,Salt,Time Series Formed is very insignificant
MACHILIPATNAM,Sanitary Pads,Time Series Formed is very insignificant
MACHILIPATNAM,Shampoos,Time Series Formed is very insignificant
MACHILIPATNAM,Soda,Time Series Formed is very insignificant
MACHILIPATNAM,Sona Masoori Rice,Time Series Formed is very insignificant
MACHILIPATNAM,Sooji & Rava,Time Series Formed is very insignificant
MACHILIPATNAM,Soups,Time Series Formed is very insignificant
MACHILIPATNAM,Soya Chunks,Time Series Formed is very insignificant
MACHILIPATNAM,Stain Removers,Time Series Formed is very insignificant
MACHILIPATNAM,Sugar,Time Series Formed is very insignificant
MACHILIPATNAM,Sunflower Oil,Time Series Formed is very insignificant
MACHILIPATNAM,Talcum Powders,Time Series Formed is very insignificant
MACHILIPATNAM,Toilet Cleaners,Time Series Formed is very insignificant
MACHILIPATNAM,Toor (Arhar) Dal,Time Series Formed is very insignificant
MACHILIPATNAM,Toothbrushes,Time Series Formed is very insignificant
MACHILIPATNAM,Toothpastes,Time Series Formed is very insignificant
MACHILIPATNAM,Torch & Emergency Light,Time Series Formed is very insignificant
MACHILIPATNAM,Urad Dal,Time Series Formed is very insignificant
MACHILIPATNAM,Walnuts,Time Series Formed is very insignificant
MACHILIPATNAM,Wheat Atta,Time Series Formed is very insignificant
MACHILIPATNAM,Whole Spices,Time Series Formed is very insignificant
NANDYAL,Adult Health Drinks,Time Series Formed is very insignificant
NANDYAL,Agarbatti & Dhoop,Time Series Formed is very insignificant
NANDYAL,Air Fresheners,Time Series Formed is very insignificant
NANDYAL,Almonds (Badam),Time Series Formed is very insignificant
NANDYAL,Basmati Rice,Time Series Formed is very insignificant
NANDYAL,Bathing Soaps,Time Series Formed is very insignificant
NANDYAL,Battery,Time Series Formed is very insignificant
NANDYAL,Besan & Sattu,Time Series Formed is very insignificant
NANDYAL,Bleaches & Blues,Time Series Formed is very insignificant
NANDYAL,Blended Masalas,Time Series Formed is very insignificant
NANDYAL,"Broom, Mop & Wiper",Time Series Formed is very insignificant
NANDYAL,Bulbs & LED,Time Series Formed is very insignificant
NANDYAL,Buttermilk,Time Series Formed is very insignificant
NANDYAL,Camphor,Time Series Formed is very insignificant
NANDYAL,Candies & Toffees,Time Series Formed is very insignificant
NANDYAL,Cashew Nuts,Time Series Formed is very insignificant
NANDYAL,Chana Dal,Time Series Formed is very insignificant
NANDYAL,Children Health Drinks,Time Series Formed is very insignificant
NANDYAL,Chips,Time Series Formed is very insignificant
NANDYAL,Chocolate Gift Packs,Time Series Formed is very insignificant
NANDYAL,Chocolates,Time Series Formed is very insignificant
NANDYAL,Chocos & Flakes,Time Series Formed is very insignificant
NANDYAL,Cleaning Brush & Utilities,Time Series Formed is very insignificant
NANDYAL,Cold Drinks,Time Series Formed is very insignificant
NANDYAL,Condensed Milk,Time Series Formed is very insignificant
NANDYAL,Crafts Glues,Time Series Formed is very insignificant
NANDYAL,Cream Biscuits & Wafers,Time Series Formed is very insignificant
NANDYAL,Dates,Time Series Formed is very insignificant
NANDYAL,Detergent Bars,Time Series Formed is very insignificant
NANDYAL,Detergent Liquids,Time Series Formed is very insignificant
NANDYAL,Detergent Powders,Time Series Formed is very insignificant
NANDYAL,Diapers & Pants,Time Series Formed is very insignificant
NANDYAL,Diaries & Notebooks.,Time Series Formed is very insignificant
NANDYAL,Digestive Care,Time Series Formed is very insignificant
NANDYAL,Dishwash Bars,Time Series Formed is very insignificant
NANDYAL,Dishwash Liquids,Time Series Formed is very insignificant
NANDYAL,Dishwash Powders,Time Series Formed is very insignificant
NANDYAL,Dishwash Scrub Pads,Time Series Formed is very insignificant
NANDYAL,Dry Fruit Gift Packs,Time Series Formed is very insignificant
NANDYAL,Dust Tea,Time Series Formed is very insignificant
NANDYAL,Fabric Softeners,Time Series Formed is very insignificant
NANDYAL,Face Creams & Moisturisers,Time Series Formed is very insignificant
NANDYAL,Face Wash,Time Series Formed is very insignificant
NANDYAL,Flavoured Milk,Time Series Formed is very insignificant
NANDYAL,Floor Cleaners,Time Series Formed is very insignificant
NANDYAL,Foot Care,Time Series Formed is very insignificant
NANDYAL,Glass Cleaners,Time Series Formed is very insignificant
NANDYAL,Glucose & Milk Biscuits,Time Series Formed is very insignificant
NANDYAL,Groundnut Oil,Time Series Formed is very insignificant
NANDYAL,Hair Colors & Dyes,Time Series Formed is very insignificant
NANDYAL,Hair Oils,Time Series Formed is very insignificant
NANDYAL,Hair Removal,Time Series Formed is very insignificant
NANDYAL,Hand Wash,Time Series Formed is very insignificant
NANDYAL,Honey,Time Series Formed is very insignificant
NANDYAL,Indian Mithai,Time Series Formed is very insignificant
NANDYAL,Insect Control,Time Series Formed is very insignificant
NANDYAL,Instant Coffee,Time Series Formed is very insignificant
NANDYAL,Jaggery,Time Series Formed is very insignificant
NANDYAL,Jams & Preserves,Time Series Formed is very insignificant
NANDYAL,Kabuli Chana,Time Series Formed is very insignificant
NANDYAL,Ketchups,Time Series Formed is very insignificant
NANDYAL,Lamp & Lamp Oil,Time Series Formed is very insignificant
NANDYAL,Lassi,Time Series Formed is very insignificant
NANDYAL,Leaf Tea,Time Series Formed is very insignificant
NANDYAL,Maida,Time Series Formed is very insignificant
NANDYAL,Mango Drinks,Time Series Formed is very insignificant
NANDYAL,Marie & Digestive Biscuits,Time Series Formed is very insignificant
NANDYAL,Masoor Dal,Time Series Formed is very insignificant
NANDYAL,Milk Powders,Time Series Formed is very insignificant
NANDYAL,Milk Shakes,Time Series Formed is very insignificant
NANDYAL,Mints & Gums,Time Series Formed is very insignificant
NANDYAL,Mosquito Repellents,Time Series Formed is very insignificant
NANDYAL,Mustard Oil,Time Series Formed is very insignificant
NANDYAL,Namkeen,Time Series Formed is very insignificant
NANDYAL,Noodles,Time Series Formed is very insignificant
NANDYAL,Oats & Porridge,Time Series Formed is very insignificant
NANDYAL,Other Atta,Time Series Formed is very insignificant
NANDYAL,Other Biscuits & Cookies,Time Series Formed is very insignificant
NANDYAL,Other Kitchen Essentials,Time Series Formed is very insignificant
NANDYAL,Other Pooja Accessories,Time Series Formed is very insignificant
NANDYAL,Packaged Water,Time Series Formed is very insignificant
NANDYAL,Pain Relief,Time Series Formed is very insignificant
NANDYAL,Palm Oil,Time Series Formed is very insignificant
NANDYAL,Pickles,Time Series Formed is very insignificant
NANDYAL,Pista,Time Series Formed is very insignificant
NANDYAL,Powdered Spices,Time Series Formed is very insignificant
NANDYAL,Powders,Time Series Formed is very insignificant
NANDYAL,Pure Cow Ghee,Time Series Formed is very insignificant
NANDYAL,Pure Desi Ghee,Time Series Formed is very insignificant
NANDYAL,Raisins,Time Series Formed is very insignificant
NANDYAL,Razors & Blades,Time Series Formed is very insignificant
NANDYAL,Ready Mixes,Time Series Formed is very insignificant
NANDYAL,Roast & Ground Coffee,Time Series Formed is very insignificant
NANDYAL,Rusk & Khari,Time Series Formed is very insignificant
NANDYAL,Sabudana,Time Series Formed is very insignificant
NANDYAL,Salt,Time Series Formed is very insignificant
NANDYAL,Sanitary Pads,Time Series Formed is very insignificant
NANDYAL,Shampoos,Time Series Formed is very insignificant
NANDYAL,Soda,Time Series Formed is very insignificant
NANDYAL,Sona Masoori Rice,Time Series Formed is very insignificant
NANDYAL,Sooji & Rava,Time Series Formed is very insignificant
NANDYAL,Soups,Time Series Formed is very insignificant
NANDYAL,Soya Chunks,Time Series Formed is very insignificant
NANDYAL,Sugar,Time Series Formed is very insignificant
NANDYAL,Sunflower Oil,Time Series Formed is very insignificant
NANDYAL,Talcum Powders,Time Series Formed is very insignificant
NANDYAL,Toilet Cleaners,Time Series Formed is very insignificant
NANDYAL,Toor (Arhar) Dal,Time Series Formed is very insignificant
NANDYAL,Tooth Powders,Time Series Formed is very insignificant
NANDYAL,Toothbrushes,Time Series Formed is very insignificant
NANDYAL,Toothpastes,Time Series Formed is very insignificant
NANDYAL,Torch & Emergency Light,Time Series Formed is very insignificant
NANDYAL,Urad Dal,Time Series Formed is very insignificant
NANDYAL,Wheat Atta,Time Series Formed is very insignificant
NANDYAL,Whole Spices,Time Series Formed is very insignificant
NELLORE,Agarbatti & Dhoop,Time Series Formed is very insignificant
NELLORE,Basmati Rice,Time Series Formed is very insignificant
NELLORE,Battery,Time Series Formed is very insignificant
NELLORE,"Broom, Mop & Wiper",Time Series Formed is very insignificant
NELLORE,"Buckets, Mugs & Tubs",Time Series Formed is very insignificant
NELLORE,Bulbs & LED,Time Series Formed is very insignificant
NELLORE,Camphor,Time Series Formed is very insignificant
NELLORE,Cashew Nuts,Time Series Formed is very insignificant
NELLORE,Chana Dal,Time Series Formed is very insignificant
NELLORE,Cleaning Brush & Utilities,Time Series Formed is very insignificant
NELLORE,Crafts Glues,Time Series Formed is very insignificant
NELLORE,Diapers & Pants,Time Series Formed is very insignificant
NELLORE,Diaries & Notebooks.,Time Series Formed is very insignificant
NELLORE,Dishwash Scrub Pads,Time Series Formed is very insignificant
NELLORE,Kolam Rice,Time Series Formed is very insignificant
NELLORE,Masoor Dal,Time Series Formed is very insignificant
NELLORE,Moong Dal,Time Series Formed is very insignificant
NELLORE,"Oils, Creams & Lotions",Time Series Formed is very insignificant
NELLORE,Other Kitchen Essentials,Time Series Formed is very insignificant
NELLORE,Pain Relief,Time Series Formed is very insignificant
NELLORE,Powders,Time Series Formed is very insignificant
NELLORE,Sona Masoori Rice,Time Series Formed is very insignificant
NELLORE,Sunflower Oil,Time Series Formed is very insignificant
NELLORE,Toor (Arhar) Dal,Time Series Formed is very insignificant
NELLORE,Torch & Emergency Light,Time Series Formed is very insignificant
NELLORE,Urad Dal,Time Series Formed is very insignificant
NELLORE,Wipes,Time Series Formed is very insignificant
NIZAMABAD,90 Days Pouch  Milk,Time Series Formed is very insignificant
NIZAMABAD,Agarbatti & Dhoop,Time Series Formed is very insignificant
NIZAMABAD,Aluminium Foils,Time Series Formed is very insignificant
NIZAMABAD,Baked Snacks,Time Series Formed is very insignificant
NIZAMABAD,Baking Needs,Time Series Formed is very insignificant
NIZAMABAD,Basmati Rice,Time Series Formed is very insignificant
NIZAMABAD,Battery,Time Series Formed is very insignificant
NIZAMABAD,"Broom, Mop & Wiper",Time Series Formed is very insignificant
NIZAMABAD,"Buckets, Mugs & Tubs",Time Series Formed is very insignificant
NIZAMABAD,Cashew Nuts,Time Series Formed is very insignificant
NIZAMABAD,Chocos & Flakes,Time Series Formed is very insignificant
NIZAMABAD,Chutney,Time Series Formed is very insignificant
NIZAMABAD,Cleaning Brush & Utilities,Time Series Formed is very insignificant
NIZAMABAD,Coconut,Time Series Formed is very insignificant
NIZAMABAD,Cold & Cough Remedies,Time Series Formed is very insignificant
NIZAMABAD,Condensed Milk,Time Series Formed is very insignificant
NIZAMABAD,Crafts Glues,Time Series Formed is very insignificant
NIZAMABAD,Diapers & Pants,Time Series Formed is very insignificant
NIZAMABAD,Dishwash Scrub Pads,Time Series Formed is very insignificant
NIZAMABAD,First Aids,Time Series Formed is very insignificant
NIZAMABAD,Honey,Time Series Formed is very insignificant
NIZAMABAD,Jams & Preserves,Time Series Formed is very insignificant
NIZAMABAD,Kabuli Chana,Time Series Formed is very insignificant
NIZAMABAD,Ketchups,Time Series Formed is very insignificant
NIZAMABAD,Kolam Rice,Time Series Formed is very insignificant
NIZAMABAD,Lassi,Time Series Formed is very insignificant
NIZAMABAD,Masoor Dal,Time Series Formed is very insignificant
NIZAMABAD,Milk Creams,Time Series Formed is very insignificant
NIZAMABAD,Milk Powders,Time Series Formed is very insignificant
NIZAMABAD,Milk Shakes,Time Series Formed is very insignificant
NIZAMABAD,Moong Dal,Time Series Formed is very insignificant
NIZAMABAD,Muesli,Time Series Formed is very insignificant
