Date,City,L3,Net_Sales,Forecast_Level
2021-10-19,JORHAT,Body Lotions,,
2021-10-19,JORHAT,Detergent Powders,,
2021-10-19,JORHAT,Detergent Bars,,
2021-10-19,JORHAT,Marie & Digestive Biscuits,,
2021-10-19,JORHAT,Oats & Porridge,,
2021-10-19,JORHAT,Adult Health Drinks,,
2021-10-19,JORHAT,Face Creams & Moisturisers,,
2021-10-19,JORHAT,Agarbatti & Dhoop,,
2021-10-19,JORHAT,Dishwash Scrub Pads,,
2021-10-19,JORHAT,Candies & Toffees,,
2021-10-19,JORHAT,Mosquito Repellents,,
2021-10-19,JORHAT,Insect Control,,
2021-10-19,JORHAT,Glucose & Milk Biscuits,,
2021-10-19,JORHAT,Rusk & Khari,,
2021-10-19,JORHAT,Pure Cow Ghee,,
2021-10-19,JORHAT,Honey,,
2021-10-19,JORHAT,"Broom, Mop & Wiper",,
2021-10-19,JORHAT,Pickles,,
2021-10-19,JORHAT,Digestive Care,,
2021-10-19,JORHAT,Sanitary Pads,,
2021-10-19,JORHAT,Other Flavoured Drinks,,
2021-10-19,JORHAT,Ready Mixes,,
2021-10-19,JORHAT,Diaries & Notebooks.,,
2021-10-19,JORHAT,Soya Chunks,,
2021-10-19,JORHAT,Fabric Softeners,,
2021-10-19,JORHAT,Air Fresheners,,
2021-10-19,JORHAT,Sabudana,,
2021-10-19,JORHAT,Dates,,
2021-10-19,JORHAT,Flavoured Milk,,
2021-10-19,JORHAT,Besan & Sattu,,
2021-10-19,JORHAT,Foot Care,,
2021-10-19,JORHAT,Other Atta,,
2021-10-19,JORHAT,Hair Colors & Dyes,,
2021-10-19,JORHAT,Chocolate Gift Packs,,
2021-10-19,JORHAT,Battery,,
2021-10-19,JORHAT,Mints & Gums,,
2021-10-19,JORHAT,Pain Relief,,
2021-10-19,JORHAT,Sugar,,
2021-10-19,JORHAT,Crafts Glues,,
2021-10-19,JORHAT,Soups,,
2021-10-19,JORHAT,Milk Shakes,,
2021-10-19,JORHAT,Lamp & Lamp Oil,,
2021-10-19,JORHAT,"Buckets, Mugs & Tubs",,
2021-10-19,JORHAT,Soda,,
2021-10-19,JORHAT,Chutney,,
2021-10-19,JORHAT,Rice Bran Oil,,
2021-10-19,JORHAT,Moong Dal,,
2021-10-19,JORHAT,Toor (Arhar) Dal,,
2021-10-19,JORHAT,Cleaning Brush & Utilities,,
2021-10-19,JORHAT,Dry Fruit Gift Packs,,
2021-10-19,JORHAT,Diapers & Pants,,
2021-10-19,JORHAT,Whole Spices,,
2021-10-19,JORHAT,Poha,,
2021-10-19,JORHAT,Almonds (Badam),,
2021-10-19,JORHAT,Raisins,,
2021-10-19,JORHAT,Walnuts,,
2021-10-19,JORHAT,Detergent Liquids,,
2021-10-19,JORHAT,Camphor,,
2021-10-19,JORHAT,Stain Removers,,
2021-10-19,JORHAT,Maida,,
2021-10-19,JORHAT,Sooji & Rava,,
2021-10-19,JORHAT,Bulbs & LED,,
2021-10-19,JORHAT,Hair Removal,,
2021-10-19,JORHAT,Sona Masoori Rice,,
2021-10-19,JORHAT,Razors & Blades,,
2021-10-19,JORHAT,Namkeen,,
2021-10-19,JORHAT,Cashew Nuts,,
2021-10-19,JORHAT,Indian Mithai,,
2021-10-19,JORHAT,Groundnut Oil,,
2021-10-19,JORHAT,Idli & Dosa Rice,,
2021-10-19,JORHAT,Other Kitchen Essentials,,
2021-10-19,JORHAT,Pista,,
2021-10-19,JORHAT,First Aids,,
2021-10-19,JORHAT,Other Pooja Accessories,,
2021-10-19,JORHAT,Masoor Dal,,
2021-10-19,JORHAT,Urad Dal,,
2021-10-19,JORHAT,Peanuts,,
2021-10-19,JORHAT,Chana Dal,,
2021-10-19,JORHAT,Torch & Emergency Light,,
2021-10-19,JORHAT,Kolam Rice,,
2021-10-19,JORHAT,Jaggery,,
2021-10-19,JORHAT,Vanaspati,,
2021-10-19,JORHAT,Blended Oils,,
2021-10-19,JORHAT,Papad & Fryums,,
2021-10-19,JORHAT,Mustard Oil,,
2021-10-19,JORHAT,Orange Juices,,
2021-10-19,JORHAT,Tetra Pak Milk,,
2021-10-19,JORHAT,Other Juices,,
2021-10-19,JORHAT,Mix Fruit Juices,,
2021-10-19,JORHAT,Spreads,,
2021-10-19,JORHAT,Powdered Drink Mixes,,
2021-10-19,JORHAT,Face Cleansers & Toners,,
2021-10-19,JORHAT,Energy Drinks,,
2021-10-19,JORHAT,Baby Food & Cereals,,
2021-10-19,JORHAT,Soya Oil,,
2021-10-19,JORHAT,Other Dry Fruits & Nuts,,
2021-10-19,JORHAT,Olive Oil,,
2021-10-19,JORHAT,Vermicelli,,
2021-10-19,JORHAT,Infant Formulae,,
2021-10-19,JORHAT,Cold & Cough Remedies,,
2021-10-19,JORHAT,Protein Powders,,
2021-10-19,JORHAT,Other Oils,,
2021-10-19,JORHAT,Squashes & Syrups,,
2021-10-19,JORHAT,Indian Savouries,,
2021-10-19,JORHAT,"Pencils, Erasers & Sharpeners",,
2021-10-19,JORHAT,Conditioners,,
2021-10-19,JORHAT,Wipes,,
2021-10-19,JORHAT,Apple Juices,,
2021-10-19,JORHAT,Green Tea,,
2021-10-19,JORHAT,Muesli,,
2021-10-19,JORHAT,Sunscreen Lotions,,
2021-10-19,JORHAT,Cooking Paste & Puris,,
2021-10-19,JORHAT,Sauces,,
2021-10-19,JORHAT,Baked Snacks,,
2021-10-19,JORHAT,Loose Salt & Sugar,,
2021-10-19,JORHAT,Jeerasar Rice,,
2021-10-19,JORHAT,Bleaches,,
2021-10-19,JORHAT,Puffed Rice,,
2021-10-19,JORHAT,"Cakes, Muffins & Rolls",,
2021-10-19,JORHAT,Whole Wheat,,
2021-10-19,JORHAT,Broken Wheat (Daliya),,
2021-10-19,JORHAT,Other Rice Varieties,,
2021-10-19,JORHAT,Cookies,,
2021-10-19,JORHAT,Shaving Creams & Foams,,
2021-10-19,JORHAT,Sanitizers,,
2021-10-19,JORHAT,Multipurpose Cleaners,,
2021-10-19,JORHAT,Kabuli Chana,,
2021-10-19,JORHAT,Baking Needs,,
2021-10-19,JORHAT,Brown & Organic Ghee,,
2021-10-19,JORHAT,Herbs & Seasoning,,
2021-10-19,JORHAT,Miniket Rice,,
2021-10-19,JORHAT,Boiled Rice,,
2021-10-19,JORHAT,Aluminium Foils,,
2021-10-19,JORHAT,Onion,,
2021-10-19,JORHAT,Potato,,
2021-10-19,JORHAT,Coconut,,
2021-10-19,JORHAT,90 Days Pouch  Milk,,
2021-10-19,JORHAT,Sesame Oil,,
2021-10-19,JORHAT,Printing Paper,,
2021-10-19,JORHAT,Rajma,,
2021-10-19,JORHAT,Ragi Flour,,
2021-10-19,JORHAT,Other Pulses,,
2021-10-19,JORHAT,Other Cereals,,
2021-10-19,JORHAT,Coconut Oil,,
2021-10-19,JORHAT,Ponni Rice,,
2021-10-19,JORHAT,Table Butter,,
2021-10-19,JORHAT,Processed Cheese,,
2021-10-19,JORHAT,Cheese Slice,,
2021-10-19,JORHAT,Margarine,,
2021-10-19,JORHAT,Nuts & Seeds,,
2021-10-19,JORHAT,Deodorants,,
2021-10-19,JORHAT,Tin Paneer (Ambient),,
2021-10-19,KAKINADA,Basmati Rice,,
2021-10-19,KAKINADA,Wheat Atta,,
2021-10-19,KAKINADA,Sunflower Oil,,
2021-10-19,KAKINADA,Palm Oil,,
2021-10-19,KAKINADA,Salt,,
2021-10-19,KAKINADA,Blended Masalas,,
2021-10-19,KAKINADA,Powdered Spices,,
2021-10-19,KAKINADA,Cream Biscuits & Wafers,,
2021-10-19,KAKINADA,Other Biscuits & Cookies,,
2021-10-19,KAKINADA,Noodles,,
2021-10-19,KAKINADA,Chocos & Flakes,,
2021-10-19,KAKINADA,Chips,,
2021-10-19,KAKINADA,Chocolates,,
2021-10-19,KAKINADA,Ketchups,,
2021-10-19,KAKINADA,Jams & Preserves,,
2021-10-19,KAKINADA,Children Health Drinks,,
2021-10-19,KAKINADA,Instant Coffee,,
2021-10-19,KAKINADA,Roast & Ground Coffee,,
2021-10-19,KAKINADA,Dust Tea,,
2021-10-19,KAKINADA,Leaf Tea,,
2021-10-19,KAKINADA,Lassi,,
2021-10-19,KAKINADA,Pure Desi Ghee,,
2021-10-19,KAKINADA,Milk Powders,,
2021-10-19,KAKINADA,Condensed Milk,,
2021-10-19,KAKINADA,Milk Creams,,
2021-10-19,KAKINADA,Buttermilk,,
2021-10-19,KAKINADA,Packaged Water,,
2021-10-19,KAKINADA,Mango Drinks,,
2021-10-19,KAKINADA,Cold Drinks,,
2021-10-19,KAKINADA,Powders,,
2021-10-19,KAKINADA,Bathing Soaps,,
2021-10-19,KAKINADA,"Oils, Creams & Lotions",,
2021-10-19,KAKINADA,Hair Oils,,
2021-10-19,KAKINADA,Bleaches & Blues,,
2021-10-19,KAKINADA,Toothpastes,,
2021-10-19,KAKINADA,Tooth Powders,,
2021-10-19,KAKINADA,Toothbrushes,,
2021-10-19,KAKINADA,Toilet Cleaners,,
2021-10-19,KAKINADA,Dishwash Bars,,
2021-10-19,KAKINADA,Dishwash Liquids,,
2021-10-19,KAKINADA,Shampoos,,
2021-10-19,KAKINADA,Talcum Powders,,
2021-10-19,KAKINADA,Floor Cleaners,,
2021-10-19,KAKINADA,Hand Wash,,
2021-10-19,KAKINADA,Glass Cleaners,,
2021-10-19,KAKINADA,Dishwash Powders,,
2021-10-19,KAKINADA,Face Wash,,
2021-10-19,KAKINADA,Body Lotions,,
2021-10-19,KAKINADA,Detergent Powders,,
2021-10-19,KAKINADA,Detergent Bars,,
2021-10-19,KAKINADA,Marie & Digestive Biscuits,,
2021-10-19,KAKINADA,Oats & Porridge,,
2021-10-19,KAKINADA,Adult Health Drinks,,
2021-10-19,KAKINADA,Face Creams & Moisturisers,,
2021-10-19,KAKINADA,Agarbatti & Dhoop,,
2021-10-19,KAKINADA,Dishwash Scrub Pads,,
2021-10-19,KAKINADA,Candies & Toffees,,
2021-10-19,KAKINADA,Mosquito Repellents,,
2021-10-19,KAKINADA,Insect Control,,
2021-10-19,KAKINADA,Glucose & Milk Biscuits,,
2021-10-19,KAKINADA,Rusk & Khari,,
2021-10-19,KAKINADA,Pure Cow Ghee,,
2021-10-19,KAKINADA,Honey,,
2021-10-19,KAKINADA,"Broom, Mop & Wiper",,
2021-10-19,KAKINADA,Pickles,,
2021-10-19,KAKINADA,Digestive Care,,
2021-10-19,KAKINADA,Sanitary Pads,,
2021-10-19,KAKINADA,Other Flavoured Drinks,,
2021-10-19,KAKINADA,Ready Mixes,,
2021-10-19,KAKINADA,Diaries & Notebooks.,,
2021-10-19,KAKINADA,Soya Chunks,,
2021-10-19,KAKINADA,Fabric Softeners,,
2021-10-19,KAKINADA,Air Fresheners,,
2021-10-19,KAKINADA,Sabudana,,
2021-10-19,KAKINADA,Dates,,
2021-10-19,KAKINADA,Flavoured Milk,,
2021-10-19,KAKINADA,Besan & Sattu,,
2021-10-19,KAKINADA,Foot Care,,
2021-10-19,KAKINADA,Other Atta,,
2021-10-19,KAKINADA,Hair Colors & Dyes,,
2021-10-19,KAKINADA,Chocolate Gift Packs,,
2021-10-19,KAKINADA,Battery,,
2021-10-19,KAKINADA,Mints & Gums,,
2021-10-19,KAKINADA,Pain Relief,,
2021-10-19,KAKINADA,Sugar,,
2021-10-19,KAKINADA,Crafts Glues,,
2021-10-19,KAKINADA,Soups,,
2021-10-19,KAKINADA,Milk Shakes,,
2021-10-19,KAKINADA,Lamp & Lamp Oil,,
2021-10-19,KAKINADA,"Buckets, Mugs & Tubs",,
2021-10-19,KAKINADA,Soda,,
2021-10-19,KAKINADA,Chutney,,
2021-10-19,KAKINADA,Rice Bran Oil,,
2021-10-19,KAKINADA,Moong Dal,,
2021-10-19,KAKINADA,Toor (Arhar) Dal,,
2021-10-19,KAKINADA,Cleaning Brush & Utilities,,
2021-10-19,KAKINADA,Dry Fruit Gift Packs,,
2021-10-19,KAKINADA,Diapers & Pants,,
2021-10-19,KAKINADA,Whole Spices,,
2021-10-19,KAKINADA,Poha,,
2021-10-19,KAKINADA,Almonds (Badam),,
2021-10-19,KAKINADA,Raisins,,
2021-10-19,KAKINADA,Walnuts,,
2021-10-19,KAKINADA,Detergent Liquids,,
2021-10-19,KAKINADA,Camphor,,
2021-10-19,KAKINADA,Stain Removers,,
2021-10-19,KAKINADA,Maida,,
2021-10-19,KAKINADA,Sooji & Rava,,
2021-10-19,KAKINADA,Bulbs & LED,,
2021-10-19,KAKINADA,Hair Removal,,
2021-10-19,KAKINADA,Sona Masoori Rice,,
2021-10-19,KAKINADA,Razors & Blades,,
2021-10-19,KAKINADA,Namkeen,,
2021-10-19,KAKINADA,Cashew Nuts,,
2021-10-19,KAKINADA,Indian Mithai,,
2021-10-19,KAKINADA,Groundnut Oil,,
2021-10-19,KAKINADA,Idli & Dosa Rice,,
2021-10-19,KAKINADA,Other Kitchen Essentials,,
2021-10-19,KAKINADA,Pista,,
2021-10-19,KAKINADA,First Aids,,
2021-10-19,KAKINADA,Other Pooja Accessories,,
2021-10-19,KAKINADA,Masoor Dal,,
2021-10-19,KAKINADA,Urad Dal,,
2021-10-19,KAKINADA,Peanuts,,
2021-10-19,KAKINADA,Chana Dal,,
2021-10-19,KAKINADA,Torch & Emergency Light,,
2021-10-19,KAKINADA,Kolam Rice,,
2021-10-19,KAKINADA,Jaggery,,
2021-10-19,KAKINADA,Vanaspati,,
2021-10-19,KAKINADA,Blended Oils,,
2021-10-19,KAKINADA,Papad & Fryums,,
2021-10-19,KAKINADA,Mustard Oil,,
2021-10-19,KAKINADA,Orange Juices,,
2021-10-19,KAKINADA,Tetra Pak Milk,,
2021-10-19,KAKINADA,Other Juices,,
2021-10-19,KAKINADA,Mix Fruit Juices,,
2021-10-19,KAKINADA,Spreads,,
2021-10-19,KAKINADA,Powdered Drink Mixes,,
2021-10-19,KAKINADA,Face Cleansers & Toners,,
2021-10-19,KAKINADA,Energy Drinks,,
2021-10-19,KAKINADA,Baby Food & Cereals,,
2021-10-19,KAKINADA,Soya Oil,,
2021-10-19,KAKINADA,Other Dry Fruits & Nuts,,
2021-10-19,KAKINADA,Olive Oil,,
2021-10-19,KAKINADA,Vermicelli,,
2021-10-19,KAKINADA,Infant Formulae,,
2021-10-19,KAKINADA,Cold & Cough Remedies,,
2021-10-19,KAKINADA,Protein Powders,,
2021-10-19,KAKINADA,Other Oils,,
2021-10-19,KAKINADA,Squashes & Syrups,,
2021-10-19,KAKINADA,Indian Savouries,,
2021-10-19,KAKINADA,"Pencils, Erasers & Sharpeners",,
2021-10-19,KAKINADA,Conditioners,,
2021-10-19,KAKINADA,Wipes,,
2021-10-19,KAKINADA,Apple Juices,,
2021-10-19,KAKINADA,Green Tea,,
2021-10-19,KAKINADA,Muesli,,
2021-10-19,KAKINADA,Sunscreen Lotions,,
2021-10-19,KAKINADA,Cooking Paste & Puris,,
2021-10-19,KAKINADA,Sauces,,
2021-10-19,KAKINADA,Baked Snacks,,
2021-10-19,KAKINADA,Loose Salt & Sugar,,
2021-10-19,KAKINADA,Jeerasar Rice,,
2021-10-19,KAKINADA,Bleaches,,
2021-10-19,KAKINADA,Puffed Rice,,
2021-10-19,KAKINADA,"Cakes, Muffins & Rolls",,
2021-10-19,KAKINADA,Whole Wheat,,
2021-10-19,KAKINADA,Broken Wheat (Daliya),,
2021-10-19,KAKINADA,Other Rice Varieties,,
2021-10-19,KAKINADA,Cookies,,
2021-10-19,KAKINADA,Shaving Creams & Foams,,
2021-10-19,KAKINADA,Sanitizers,,
2021-10-19,KAKINADA,Multipurpose Cleaners,,
2021-10-19,KAKINADA,Kabuli Chana,,
2021-10-19,KAKINADA,Baking Needs,,
2021-10-19,KAKINADA,Brown & Organic Ghee,,
2021-10-19,KAKINADA,Herbs & Seasoning,,
2021-10-19,KAKINADA,Miniket Rice,,
2021-10-19,KAKINADA,Boiled Rice,,
2021-10-19,KAKINADA,Aluminium Foils,,
2021-10-19,KAKINADA,Onion,,
2021-10-19,KAKINADA,Potato,,
2021-10-19,KAKINADA,Coconut,,
2021-10-19,KAKINADA,90 Days Pouch  Milk,,
2021-10-19,KAKINADA,Sesame Oil,,
2021-10-19,KAKINADA,Printing Paper,,
2021-10-19,KAKINADA,Rajma,,
2021-10-19,KAKINADA,Ragi Flour,,
2021-10-19,KAKINADA,Other Pulses,,
2021-10-19,KAKINADA,Other Cereals,,
2021-10-19,KAKINADA,Coconut Oil,,
2021-10-19,KAKINADA,Ponni Rice,,
2021-10-19,KAKINADA,Table Butter,,
2021-10-19,KAKINADA,Processed Cheese,,
2021-10-19,KAKINADA,Cheese Slice,,
2021-10-19,KAKINADA,Margarine,,
2021-10-19,KAKINADA,Nuts & Seeds,,
2021-10-19,KAKINADA,Deodorants,,
2021-10-19,KAKINADA,Tin Paneer (Ambient),,
2021-10-19,KHED,Pickles,,
2021-10-19,KHED,Herbs & Seasoning,,
2021-10-19,KHED,Onion,,
2021-10-19,KHED,Potato,,
2021-10-19,KHED,Coconut,,
2021-10-19,KHED,Other Cereals,,
2021-10-19,MADURAI,Whole Wheat,,
2021-10-19,MADURAI,Onion,,
2021-10-19,MADURAI,Potato,,
2021-10-19,MADURAI,Coconut,,
2021-10-19,NANDYAL,Basmati Rice,,
2021-10-19,NANDYAL,Wheat Atta,,
2021-10-19,NANDYAL,Sunflower Oil,,
2021-10-19,NANDYAL,Palm Oil,,
2021-10-19,NANDYAL,Salt,,
2021-10-19,NANDYAL,Blended Masalas,,
2021-10-19,NANDYAL,Powdered Spices,,
2021-10-19,NANDYAL,Cream Biscuits & Wafers,,
2021-10-19,NANDYAL,Other Biscuits & Cookies,,
2021-10-19,NANDYAL,Noodles,,
2021-10-19,NANDYAL,Chocos & Flakes,,
2021-10-19,NANDYAL,Chips,,
2021-10-19,NANDYAL,Chocolates,,
2021-10-19,NANDYAL,Ketchups,,
2021-10-19,NANDYAL,Jams & Preserves,,
2021-10-19,NANDYAL,Children Health Drinks,,
2021-10-19,NANDYAL,Instant Coffee,,
2021-10-19,NANDYAL,Roast & Ground Coffee,,
2021-10-19,NANDYAL,Dust Tea,,
2021-10-19,NANDYAL,Leaf Tea,,
2021-10-19,NANDYAL,Lassi,,
2021-10-19,NANDYAL,Pure Desi Ghee,,
2021-10-19,NANDYAL,Milk Powders,,
2021-10-19,NANDYAL,Condensed Milk,,
2021-10-19,NANDYAL,Milk Creams,,
2021-10-19,NANDYAL,Buttermilk,,
2021-10-19,NANDYAL,Packaged Water,,
2021-10-19,NANDYAL,Mango Drinks,,
2021-10-19,NANDYAL,Cold Drinks,,
2021-10-19,NANDYAL,Powders,,
2021-10-19,NANDYAL,Bathing Soaps,,
2021-10-19,NANDYAL,"Oils, Creams & Lotions",,
2021-10-19,NANDYAL,Hair Oils,,
2021-10-19,NANDYAL,Bleaches & Blues,,
2021-10-19,NANDYAL,Toothpastes,,
2021-10-19,NANDYAL,Tooth Powders,,
2021-10-19,NANDYAL,Toothbrushes,,
2021-10-19,NANDYAL,Toilet Cleaners,,
2021-10-19,NANDYAL,Dishwash Bars,,
2021-10-19,NANDYAL,Dishwash Liquids,,
2021-10-19,NANDYAL,Shampoos,,
2021-10-19,NANDYAL,Talcum Powders,,
2021-10-19,NANDYAL,Floor Cleaners,,
2021-10-19,NANDYAL,Hand Wash,,
2021-10-19,NANDYAL,Glass Cleaners,,
2021-10-19,NANDYAL,Dishwash Powders,,
2021-10-19,NANDYAL,Face Wash,,
2021-10-19,NANDYAL,Body Lotions,,
2021-10-19,NANDYAL,Detergent Powders,,
2021-10-19,NANDYAL,Detergent Bars,,
2021-10-19,NANDYAL,Marie & Digestive Biscuits,,
2021-10-19,NANDYAL,Oats & Porridge,,
2021-10-19,NANDYAL,Adult Health Drinks,,
2021-10-19,NANDYAL,Face Creams & Moisturisers,,
2021-10-19,NANDYAL,Agarbatti & Dhoop,,
2021-10-19,NANDYAL,Dishwash Scrub Pads,,
2021-10-19,NANDYAL,Candies & Toffees,,
2021-10-19,NANDYAL,Mosquito Repellents,,
2021-10-19,NANDYAL,Insect Control,,
2021-10-19,NANDYAL,Glucose & Milk Biscuits,,
2021-10-19,NANDYAL,Rusk & Khari,,
2021-10-19,NANDYAL,Pure Cow Ghee,,
2021-10-19,NANDYAL,Honey,,
2021-10-19,NANDYAL,"Broom, Mop & Wiper",,
2021-10-19,NANDYAL,Pickles,,
2021-10-19,NANDYAL,Digestive Care,,
2021-10-19,NANDYAL,Sanitary Pads,,
2021-10-19,NANDYAL,Other Flavoured Drinks,,
2021-10-19,NANDYAL,Ready Mixes,,
2021-10-19,NANDYAL,Diaries & Notebooks.,,
2021-10-19,NANDYAL,Soya Chunks,,
2021-10-19,NANDYAL,Fabric Softeners,,
2021-10-19,NANDYAL,Air Fresheners,,
2021-10-19,NANDYAL,Sabudana,,
2021-10-19,NANDYAL,Dates,,
2021-10-19,NANDYAL,Flavoured Milk,,
2021-10-19,NANDYAL,Besan & Sattu,,
2021-10-19,NANDYAL,Foot Care,,
2021-10-19,NANDYAL,Other Atta,,
2021-10-19,NANDYAL,Hair Colors & Dyes,,
2021-10-19,NANDYAL,Chocolate Gift Packs,,
2021-10-19,NANDYAL,Battery,,
2021-10-19,NANDYAL,Mints & Gums,,
2021-10-19,NANDYAL,Pain Relief,,
2021-10-19,NANDYAL,Sugar,,
2021-10-19,NANDYAL,Crafts Glues,,
2021-10-19,NANDYAL,Soups,,
2021-10-19,NANDYAL,Milk Shakes,,
2021-10-19,NANDYAL,Lamp & Lamp Oil,,
2021-10-19,NANDYAL,"Buckets, Mugs & Tubs",,
2021-10-19,NANDYAL,Soda,,
2021-10-19,NANDYAL,Chutney,,
2021-10-19,NANDYAL,Rice Bran Oil,,
2021-10-19,NANDYAL,Moong Dal,,
2021-10-19,NANDYAL,Toor (Arhar) Dal,,
2021-10-19,NANDYAL,Cleaning Brush & Utilities,,
2021-10-19,NANDYAL,Dry Fruit Gift Packs,,
2021-10-19,NANDYAL,Diapers & Pants,,
2021-10-19,NANDYAL,Whole Spices,,
2021-10-19,NANDYAL,Poha,,
2021-10-19,NANDYAL,Almonds (Badam),,
2021-10-19,NANDYAL,Raisins,,
2021-10-19,NANDYAL,Walnuts,,
2021-10-19,NANDYAL,Detergent Liquids,,
2021-10-19,NANDYAL,Camphor,,
2021-10-19,NANDYAL,Stain Removers,,
2021-10-19,NANDYAL,Maida,,
2021-10-19,NANDYAL,Sooji & Rava,,
2021-10-19,NANDYAL,Bulbs & LED,,
2021-10-19,NANDYAL,Hair Removal,,
2021-10-19,NANDYAL,Sona Masoori Rice,,
2021-10-19,NANDYAL,Razors & Blades,,
2021-10-19,NANDYAL,Namkeen,,
2021-10-19,NANDYAL,Cashew Nuts,,
2021-10-19,NANDYAL,Indian Mithai,,
2021-10-19,NANDYAL,Groundnut Oil,,
2021-10-19,NANDYAL,Idli & Dosa Rice,,
2021-10-19,NANDYAL,Other Kitchen Essentials,,
2021-10-19,NANDYAL,Pista,,
2021-10-19,NANDYAL,First Aids,,
2021-10-19,NANDYAL,Other Pooja Accessories,,
2021-10-19,NANDYAL,Masoor Dal,,
2021-10-19,NANDYAL,Urad Dal,,
2021-10-19,NANDYAL,Peanuts,,
2021-10-19,NANDYAL,Chana Dal,,
2021-10-19,NANDYAL,Torch & Emergency Light,,
2021-10-19,NANDYAL,Kolam Rice,,
2021-10-19,NANDYAL,Jaggery,,
2021-10-19,NANDYAL,Vanaspati,,
2021-10-19,NANDYAL,Blended Oils,,
2021-10-19,NANDYAL,Papad & Fryums,,
2021-10-19,NANDYAL,Mustard Oil,,
2021-10-19,NANDYAL,Orange Juices,,
2021-10-19,NANDYAL,Tetra Pak Milk,,
2021-10-19,NANDYAL,Other Juices,,
2021-10-19,NANDYAL,Mix Fruit Juices,,
2021-10-19,NANDYAL,Spreads,,
2021-10-19,NANDYAL,Powdered Drink Mixes,,
2021-10-19,NANDYAL,Face Cleansers & Toners,,
2021-10-19,NANDYAL,Energy Drinks,,
2021-10-19,NANDYAL,Baby Food & Cereals,,
2021-10-19,NANDYAL,Soya Oil,,
2021-10-19,NANDYAL,Other Dry Fruits & Nuts,,
2021-10-19,NANDYAL,Olive Oil,,
2021-10-19,NANDYAL,Vermicelli,,
2021-10-19,NANDYAL,Infant Formulae,,
2021-10-19,NANDYAL,Cold & Cough Remedies,,
2021-10-19,NANDYAL,Protein Powders,,
2021-10-19,NANDYAL,Other Oils,,
2021-10-19,NANDYAL,Squashes & Syrups,,
2021-10-19,NANDYAL,Indian Savouries,,
2021-10-19,NANDYAL,"Pencils, Erasers & Sharpeners",,
2021-10-19,NANDYAL,Conditioners,,
2021-10-19,NANDYAL,Wipes,,
2021-10-19,NANDYAL,Apple Juices,,
2021-10-19,NANDYAL,Green Tea,,
2021-10-19,NANDYAL,Muesli,,
2021-10-19,NANDYAL,Sunscreen Lotions,,
2021-10-19,NANDYAL,Cooking Paste & Puris,,
2021-10-19,NANDYAL,Sauces,,
2021-10-19,NANDYAL,Baked Snacks,,
2021-10-19,NANDYAL,Loose Salt & Sugar,,
2021-10-19,NANDYAL,Jeerasar Rice,,
2021-10-19,NANDYAL,Bleaches,,
2021-10-19,NANDYAL,Puffed Rice,,
2021-10-19,NANDYAL,"Cakes, Muffins & Rolls",,
2021-10-19,NANDYAL,Whole Wheat,,
2021-10-19,NANDYAL,Broken Wheat (Daliya),,
2021-10-19,NANDYAL,Other Rice Varieties,,
2021-10-19,NANDYAL,Cookies,,
2021-10-19,NANDYAL,Shaving Creams & Foams,,
2021-10-19,NANDYAL,Sanitizers,,
2021-10-19,NANDYAL,Multipurpose Cleaners,,
2021-10-19,NANDYAL,Kabuli Chana,,
2021-10-19,NANDYAL,Baking Needs,,
2021-10-19,NANDYAL,Brown & Organic Ghee,,
2021-10-19,NANDYAL,Herbs & Seasoning,,
2021-10-19,NANDYAL,Miniket Rice,,
2021-10-19,NANDYAL,Boiled Rice,,
2021-10-19,NANDYAL,Aluminium Foils,,
2021-10-19,NANDYAL,Onion,,
2021-10-19,NANDYAL,Potato,,
2021-10-19,NANDYAL,Coconut,,
2021-10-19,NANDYAL,90 Days Pouch  Milk,,
2021-10-19,NANDYAL,Sesame Oil,,
2021-10-19,NANDYAL,Printing Paper,,
2021-10-19,NANDYAL,Rajma,,
2021-10-19,NANDYAL,Ragi Flour,,
2021-10-19,NANDYAL,Other Pulses,,
2021-10-19,NANDYAL,Other Cereals,,
2021-10-19,NANDYAL,Coconut Oil,,
2021-10-19,NANDYAL,Ponni Rice,,
2021-10-19,NANDYAL,Table Butter,,
2021-10-19,NANDYAL,Processed Cheese,,
2021-10-19,NANDYAL,Cheese Slice,,
2021-10-19,NANDYAL,Margarine,,
2021-10-19,NANDYAL,Nuts & Seeds,,
2021-10-19,NANDYAL,Deodorants,,
2021-10-19,NANDYAL,Tin Paneer (Ambient),,
2021-10-19,NELLORE,Basmati Rice,,
2021-10-19,NELLORE,Sunflower Oil,,
2021-10-19,NELLORE,Powders,,
2021-10-19,NELLORE,"Oils, Creams & Lotions",,
2021-10-19,NELLORE,Agarbatti & Dhoop,,
2021-10-19,NELLORE,Dishwash Scrub Pads,,
2021-10-19,NELLORE,"Broom, Mop & Wiper",,
2021-10-19,NELLORE,Digestive Care,,
2021-10-19,NELLORE,Diaries & Notebooks.,,
2021-10-19,NELLORE,Battery,,
2021-10-19,NELLORE,Pain Relief,,
2021-10-19,NELLORE,Crafts Glues,,
2021-10-19,NELLORE,Lamp & Lamp Oil,,
2021-10-19,NELLORE,"Buckets, Mugs & Tubs",,
2021-10-19,NELLORE,Moong Dal,,
2021-10-19,NELLORE,Toor (Arhar) Dal,,
2021-10-19,NELLORE,Cleaning Brush & Utilities,,
2021-10-19,NELLORE,Diapers & Pants,,
2021-10-19,NELLORE,Camphor,,
